movieId,title,disptitle,year,Fantasy,Mystery,Crime,War,Action,Romance,Children,Thriller,Horror,Documentary,IMAX,Film-Noir,Animation,Drama,Adventure,(no genres listed),Sci-Fi,Musical,Western,Comedy
113,Before and After,Before and After (1996),26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
116,Anne Frank Remembered,Anne Frank Remembered (1995),27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
117,"Young Poisoner's Handbook, The","Young Poisoner's Handbook, The (1995)",27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
118,If Lucy Fell,If Lucy Fell (1996),26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,"Steal Big, Steal Little","Steal Big, Steal Little (1995)",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
121,"Boys of St. Vincent, The","Boys of St. Vincent, The (1992)",30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
122,Boomerang,Boomerang (1992),30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,Chungking Express Chung Hing sam lam,Chungking Express (Chung Hing sam lam) (1994),28,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
125,Flirting With Disaster,Flirting With Disaster (1996),26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,"NeverEnding Story III, The","NeverEnding Story III, The (1994)",28,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
128,Jupiter's Wife,Jupiter's Wife (1994),28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
129,Pie in the Sky,Pie in the Sky (1996),26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132,Jade,Jade (1995),27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
135,Down Periscope,Down Periscope (1996),26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
137,Man of the Year,Man of the Year (1995),27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
140,Up Close and Personal,Up Close and Personal (1996),26,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
141,"Birdcage, The","Birdcage, The (1996)",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144,"Brothers McMullen, The","Brothers McMullen, The (1995)",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,Bad Boys,Bad Boys (1995),27,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
146,"Amazing Panda Adventure, The","Amazing Panda Adventure, The (1995)",27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
147,"Basketball Diaries, The","Basketball Diaries, The (1995)",27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
148,"Awfully Big Adventure, An","Awfully Big Adventure, An (1995)",27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
149,Amateur,Amateur (1994),28,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
150,Apollo 13,Apollo 13 (1995),27,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
151,Rob Roy,Rob Roy (1995),27,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
152,"Addiction, The","Addiction, The (1995)",27,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
153,Batman Forever,Batman Forever (1995),27,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
154,Beauty of the Day Belle de jour,Beauty of the Day (Belle de jour) (1967),55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
155,Beyond Rangoon,Beyond Rangoon (1995),27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
156,Blue in the Face,Blue in the Face (1995),27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
157,Canadian Bacon,Canadian Bacon (1995),27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
158,Casper,Casper (1995),27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
159,Clockers,Clockers (1995),27,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
160,Congo,Congo (1995),27,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
161,Crimson Tide,Crimson Tide (1995),27,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
162,Crumb,Crumb (1994),28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
163,Desperado,Desperado (1995),27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
164,Devil in a Blue Dress,Devil in a Blue Dress (1995),27,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
165,Die Hard: With a Vengeance,Die Hard: With a Vengeance (1995),27,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
166,"Doom Generation, The","Doom Generation, The (1995)",27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
168,First Knight,First Knight (1995),27,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
169,Free Willy 2: The Adventure Home,Free Willy 2: The Adventure Home (1995),27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
170,Hackers,Hackers (1995),27,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
171,Jeffrey,Jeffrey (1995),27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
172,Johnny Mnemonic,Johnny Mnemonic (1995),27,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
173,Judge Dredd,Judge Dredd (1995),27,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
174,Jury Duty,Jury Duty (1995),27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
175,Kids,Kids (1995),27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
176,Living in Oblivion,Living in Oblivion (1995),27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
177,Lord of Illusions,Lord of Illusions (1995),27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
178,Love & Human Remains,Love & Human Remains (1993),29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
179,Mad Love,Mad Love (1995),27,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
180,Mallrats,Mallrats (1995),27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
181,Mighty Morphin Power Rangers: The Movie,Mighty Morphin Power Rangers: The Movie (1995),27,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Mute Witness,Mute Witness (1994),28,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
184,Nadja,Nadja (1994),28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
185,"Net, The","Net, The (1995)",27,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
186,Nine Months,Nine Months (1995),27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
187,Party Girl,Party Girl (1995),27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
188,"Prophecy, The","Prophecy, The (1995)",27,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
189,Reckless,Reckless (1995),27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
190,Safe,Safe (1995),27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
191,"Scarlet Letter, The","Scarlet Letter, The (1995)",27,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
193,Showgirls,Showgirls (1995),27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
194,Smoke,Smoke (1995),27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
195,Something to Talk About,Something to Talk About (1995),27,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
196,Species,Species (1995),27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
198,Strange Days,Strange Days (1995),27,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
199,"Umbrellas of Cherbourg, The Parapluies de Cherbourg, Les","Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",58,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
201,Three Wishes,Three Wishes (1995),27,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
202,Total Eclipse,Total Eclipse (1995),27,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
203,"To Wong Foo, Thanks for Everything! Julie Newmar","To Wong Foo, Thanks for Everything! Julie Newmar (1995)",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
204,Under Siege 2: Dark Territory,Under Siege 2: Dark Territory (1995),27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Unstrung Heroes,Unstrung Heroes (1995),27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
206,Unzipped,Unzipped (1995),27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207,"Walk in the Clouds, A","Walk in the Clouds, A (1995)",27,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
208,Waterworld,Waterworld (1995),27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
209,White Man's Burden,White Man's Burden (1995),27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
210,Wild Bill,Wild Bill (1995),27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
211,"Browning Version, The","Browning Version, The (1994)",28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
212,Bushwhacked,Bushwhacked (1995),27,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
213,Burnt by the Sun Utomlyonnye solntsem,Burnt by the Sun (Utomlyonnye solntsem) (1994),28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
214,Before the Rain Pred dozhdot,Before the Rain (Pred dozhdot) (1994),28,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
215,Before Sunrise,Before Sunrise (1995),27,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
216,Billy Madison,Billy Madison (1995),27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217,"Babysitter, The","Babysitter, The (1995)",27,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
218,Boys on the Side,Boys on the Side (1995),27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
219,"Cure, The","Cure, The (1995)",27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
220,Castle Freak,Castle Freak (1995),27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222,Circle of Friends,Circle of Friends (1995),27,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
223,Clerks,Clerks (1994),28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224,Don Juan DeMarco,Don Juan DeMarco (1995),27,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
225,Disclosure,Disclosure (1994),28,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
227,Drop Zone,Drop Zone (1994),28,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
228,Destiny Turns on the Radio,Destiny Turns on the Radio (1995),27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229,Death and the Maiden,Death and the Maiden (1994),28,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
230,Dolores Claiborne,Dolores Claiborne (1995),27,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
231,Dumb & Dumber Dumb and Dumber,Dumb & Dumber (Dumb and Dumber) (1994),28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
232,Eat Drink Man Woman Yin shi nan nu,Eat Drink Man Woman (Yin shi nan nu) (1994),28,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
233,Exotica,Exotica (1994),28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
234,Exit to Eden,Exit to Eden (1994),28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235,Ed Wood,Ed Wood (1994),28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
236,French Kiss,French Kiss (1995),27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237,Forget Paris,Forget Paris (1995),27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238,Far From Home: The Adventures of Yellow Dog,Far From Home: The Adventures of Yellow Dog (1995),27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
239,"Goofy Movie, A","Goofy Movie, A (1995)",27,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
240,Hideaway,Hideaway (1995),27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
241,Fluke,Fluke (1995),27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
